country,code,tfr_early,ctfr_early,te_early,tfr_recent,ctfr_recent,te_recent,delta_tfr,delta_ctfr,timing_contrib,cbpi,region
Djibouti,DJI,6.15378,6.0554276896862795,0.09835231031372116,4.2329925,4.238828400817474,-0.005835900817473982,1.9207875000000003,1.8165992888688054,0.10418821113119514,0.05424244541949337,Sub-Saharan Africa
Dominica,DMA,3.0824350000000003,3.305449605409043,-0.22301460540904317,1.90259,2.0350855182781036,-0.13249551827810346,1.1798450000000003,1.2703640871309396,-0.0905190871309397,-0.07672116856954912,Latin America
Dominican Republic,DOM,4.4480025,3.9973452575803945,0.4506572424196058,2.2104175,2.3227970350721785,-0.11237953507217857,2.237585,1.674548222508216,0.5630367774917844,0.25162698958555063,Latin America
East Timor,TLS,4.7991225,5.141454889516432,-0.34233238951643097,5.400405,4.853380784683226,0.5470242153167737,-0.6012824999999999,0.28807410483320517,-0.8893566048332047,,East Asia & Pacific
Ecuador,ECU,4.7595925,4.456151708151825,0.3034407918481743,2.585675,2.5237196531539667,0.06195534684603321,2.1739175,1.9324320549978586,0.24148544500214109,0.1110830769806771,Latin America
Egypt,EGY,5.043685,4.896684652593101,0.14700034740689905,3.215955,3.2973412178397554,-0.08138621783975508,1.8277299999999999,1.5993434347533455,0.22838656524665413,0.1249564023387777,Middle East & N. Africa
El Salvador,SLV,4.8684425000000005,4.424351068076502,0.44409143192349765,2.45643,2.4866525691093324,-0.030222569109332742,2.4120125000000003,1.93769849896717,0.4743140010328304,0.19664657667936228,Latin America
Equatorial Guinea,GNQ,4.866985,4.884287380037612,-0.01730238003761153,4.6401425,4.455737454438486,0.1844050455615145,0.22684250000000006,0.42854992559912564,-0.20170742559912602,,Sub-Saharan Africa
Eritrea,ERI,5.8459325,5.744552899488358,0.1013796005116423,4.7729775000000005,4.580624500908194,0.19235299909180625,1.0729549999999994,1.1639283985801638,-0.09097339858016396,-0.08478771111571688,Sub-Saharan Africa
Estonia,EST,1.874835,1.7999323066034894,0.07490269339651068,1.1917925,1.6347783593017775,-0.4429858593017775,0.6830425,0.16515394730171185,0.5178885526982882,0.7582083877625304,Europe
Eswatini,SWZ,5.5890575,5.351526569891684,0.23753093010831616,3.36917,3.4639306896466815,-0.09476068964668127,2.2198875,1.8875958802450024,0.33229161975499744,0.1496884953651919,Other
Ethiopia,ETH,5.8874475,5.909497487859213,-0.022049987859212195,5.6461725000000005,5.312462156882644,0.3337103431173558,0.2412749999999999,0.5970353309765688,-0.355760330976568,,Sub-Saharan Africa
Falkland Islands,FLK,2.4027675,2.3458387895241968,0.056928710475802946,1.3937825,1.5713952308556964,-0.1776127308556965,1.008985,0.7744435586685003,0.23454144133149946,0.23245285245221628,Other
Faroe Islands,FRO,2.588495,2.6778247409679587,-0.08932974096795854,2.363,2.5201411475647597,-0.15714114756475972,0.225495,0.15768359340319904,0.06781140659680118,,Europe
Fiji,FJI,3.8143025,3.747848797452299,0.066453702547701,2.815005,2.963611694785363,-0.14860669478536304,0.9992975,0.7842371026669364,0.21506039733306404,0.21521158347045205,Other
Finland,FIN,1.45952,1.7533123335589296,-0.29379233355892975,1.6717125,1.8157979005993101,-0.1440854005993103,-0.2121925,-0.06248556704038055,-0.14970693295961945,,Europe
France,FRA,1.9159899999999999,2.0084825947290925,-0.09249259472909266,1.7649625,1.948376895960584,-0.18341439596058406,0.15102749999999987,0.060105698768508464,0.0909218012314914,,Europe
French Guiana,GUF,3.15491,3.339139676991363,-0.18422967699136272,3.1928125,3.3291391591611865,-0.13632665916118647,-0.03790249999999995,0.010000517830176303,-0.04790301783017625,,Other
French Polynesia,PYF,4.01612,3.860081245443172,0.15603875455682803,2.1425324999999997,2.3515623209980028,-0.20902982099800305,1.8735875000000002,1.5085189244451693,0.3650685755548311,0.19485002731648832,Other
Gabon,GAB,4.4138925,4.334755083636214,0.0791374163637859,3.6892899999999997,3.8553644148946082,-0.16607441489460806,0.7246025000000005,0.47939066874160563,0.24521183125839396,0.33840875688173006,Sub-Saharan Africa
